symbol,company,anex,acqName,date,pid,buyValue,sellValue,buyQuantity,sellquantity,secType,secAcq,tdpTransactionType,xbrl,personCategory,befAcqSharesNo,befAcqSharesPer,secVal,securitiesTypePost,afterAcqSharesNo,afterAcqSharesPer,acqfromDt,acqtoDt,intimDt,acqMode,derivativeType,exchange,remarks
VPRPL,Vishnu Prakash R Punglia Limited,7(2),Vijay Punglia,10-Apr-2026 17:17,1197703,0,0,0,0,Equity Shares,700000,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197703_1648869_10042026051743_WEB.xml,Promoter Group,4515000,3.62,23604000,Equity Shares,4515000,3.62,01-Apr-2026,01-Apr-2026,08-Apr-2026,Pledge Creation,-,NA,-
VPRPL,Vishnu Prakash R Punglia Limited,7(2),Vijay Punglia,10-Apr-2026 17:17,1197703,0,0,0,0,Equity Shares,400000,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197703_1648869_10042026051743_WEB.xml,Promoter Group,4515000,3.62,11940000,Equity Shares,4515000,3.62,30-Mar-2026,30-Mar-2026,08-Apr-2026,Pledge Creation,-,NA,-
VPRPL,Vishnu Prakash R Punglia Limited,7(2),Anil Punglia,10-Apr-2026 17:17,1197703,0,0,0,0,Equity Shares,300000,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197703_1648869_10042026051743_WEB.xml,Promoter Group,3300000,2.65,8955000,Equity Shares,3300000,2.65,30-Mar-2026,30-Mar-2026,08-Apr-2026,Pledge Creation,-,NA,-
VPRPL,Vishnu Prakash R Punglia Limited,7(2),Anil Punglia,10-Apr-2026 17:17,1197703,0,0,0,0,Equity Shares,730000,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197703_1648869_10042026051743_WEB.xml,Promoter Group,3300000,2.65,21790500,Equity Shares,3300000,2.65,30-Mar-2026,30-Mar-2026,08-Apr-2026,Pledge Creation,-,NA,-
VPRPL,Vishnu Prakash R Punglia Limited,7(2),Pushpa Pungalia,10-Apr-2026 17:17,1197703,0,0,0,0,Equity Shares,200000,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197703_1648869_10042026051743_WEB.xml,Promoter Group,3490000,2.8,5970000,Equity Shares,3490000,2.8,30-Mar-2026,30-Mar-2026,08-Apr-2026,Pledge Creation,-,NA,-
VPRPL,Vishnu Prakash R Punglia Limited,7(2),Sanjay Kumar Punglia,10-Apr-2026 17:17,1197703,0,0,0,0,Equity Shares,300000,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197703_1648869_10042026051743_WEB.xml,Promoters,5349883,4.29,8955000,Equity Shares,5349883,4.29,30-Mar-2026,30-Mar-2026,08-Apr-2026,Pledge Creation,-,NA,-
VPRPL,Vishnu Prakash R Punglia Limited,7(2),Manohar Lal Punglia,10-Apr-2026 17:17,1197703,0,0,0,0,Equity Shares,100000,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197703_1648869_10042026051743_WEB.xml,Promoters,8220000,6.59,2985000,Equity Shares,8220000,6.59,30-Mar-2026,30-Mar-2026,08-Apr-2026,Pledge Creation,-,NA,-
VPRPL,Vishnu Prakash R Punglia Limited,7(2),Mamta Pungaliya,10-Apr-2026 17:17,1197703,0,0,0,0,Equity Shares,600000,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197703_1648869_10042026051743_WEB.xml,Promoter Group,665000,0.53,17910000,Equity Shares,665000,0.53,30-Mar-2026,30-Mar-2026,08-Apr-2026,Pledge Creation,-,NA,-
MANGALAM,Mangalam Drugs And Organics Limited,7(2),SHREE KISHORIJU TRADING AND INVESTMENT PRIVATE LIMITED,10-Apr-2026 17:00,1197701,0,0,0,0,Equity Shares,1500,Pledge Revoke,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197701_1648836_10042026050031_WEB.xml,Promoters,507099,3.2,51465,Equity Shares,508599,3.21,06-Feb-2026,06-Feb-2026,10-Apr-2026,-,-,NA,-
OSIAHYPER,Osia Hyper Retail Limited,7(2),Kavita Dhirendrakumar Chopra,10-Apr-2026 15:07,1197697,0,0,0,0,Equity Shares,2500000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197697_1648668_10042026030713_WEB.xml,Promoters,38830843,21.94,11300000,Equity Shares,36330843,20.53,24-Mar-2026,24-Mar-2026,06-Apr-2026,Market Sale,-,NSE,-
OSIAHYPER,Osia Hyper Retail Limited,7(2),Dhirendra Gautamkumar Chopra,10-Apr-2026 15:07,1197697,0,0,0,0,Equity Shares,6390392,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197697_1648668_10042026030713_WEB.xml,Promoters,16390866,9.26,28884571,Equity Shares,10000474,5.65,24-Mar-2026,24-Mar-2026,06-Apr-2026,Market Sale,-,NSE,-
TAC,TAC Infosec Limited,7(2),Trishneet Arora,10-Apr-2026 13:57,1197695,0,0,0,0,Equity Shares,15000,Pledge Invoke,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197695_1648594_10042026015733_WEB.xml,Promoters,11325460,54.04,0,Equity Shares,11310460,53.96,20-Feb-2026,20-Feb-2026,10-Apr-2026,Invocation of pledge,-,NSE,-
TAC,TAC Infosec Limited,7(2),Trishneet Arora,10-Apr-2026 13:57,1197695,0,0,0,0,Equity Shares,1666700,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197695_1648594_10042026015733_WEB.xml,Promoters,11325460,54.04,0,Equity Shares,11325460,54.04,06-Feb-2026,06-Feb-2026,10-Apr-2026,Pledge Creation,-,NSE,-
TAC,TAC Infosec Limited,7(2),CHARANJIT SINGH,10-Apr-2026 13:57,1197695,0,0,0,0,Equity Shares,10000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197695_1648594_10042026015733_WEB.xml,Promoters,591660,2.82,4534390,Equity Shares,601660,2.84,24-Feb-2026,24-Feb-2026,10-Apr-2026,Market Purchase,-,NSE,-
TAC,TAC Infosec Limited,7(2),CHARANJIT SINGH,10-Apr-2026 13:57,1197695,0,0,0,0,Equity Shares,5000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197695_1648594_10042026015733_WEB.xml,Promoters,586660,2.8,2328050,Equity Shares,591660,2.82,25-Feb-2026,25-Feb-2026,10-Apr-2026,Market Purchase,-,NSE,-
TAC,TAC Infosec Limited,7(2),CHARANJIT SINGH,10-Apr-2026 13:57,1197695,0,0,0,0,Equity Shares,13200,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197695_1648594_10042026015733_WEB.xml,Promoters,599860,2.86,5497209,Equity Shares,586660,2.8,24-Feb-2026,24-Feb-2026,10-Apr-2026,Market Sale,-,NSE,-
TAC,TAC Infosec Limited,7(2),CHARANJIT SINGH,10-Apr-2026 13:57,1197695,0,0,0,0,Equity Shares,8200,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197695_1648594_10042026015733_WEB.xml,Promoters,608060,2.9,4273355,Equity Shares,599860,2.86,23-Feb-2026,23-Feb-2026,10-Apr-2026,Market Sale,-,NSE,-
TAC,TAC Infosec Limited,7(2),CHARANJIT SINGH,10-Apr-2026 13:57,1197695,0,0,0,0,Equity Shares,3600,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197695_1648594_10042026015733_WEB.xml,Promoters,611660,2.92,1845487,Equity Shares,608060,2.9,20-Feb-2026,20-Feb-2026,10-Apr-2026,Market Sale,-,NSE,-
TAC,TAC Infosec Limited,7(2),CHARANJIT SINGH,10-Apr-2026 13:57,1197695,0,0,0,0,Equity Shares,68000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197695_1648594_10042026015733_WEB.xml,Promoters,543660,2.59,28522573,Equity Shares,611660,2.92,24-Feb-2026,24-Feb-2026,10-Apr-2026,Market Purchase,-,NSE,-
TAC,TAC Infosec Limited,7(2),CHARANJIT SINGH,10-Apr-2026 13:57,1197695,0,0,0,0,Equity Shares,68000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197695_1648594_10042026015733_WEB.xml,Promoters,611660,2.92,28592953,Equity Shares,543660,2.59,24-Feb-2026,24-Feb-2026,10-Apr-2026,Market Sale,-,NSE,-
TAC,TAC Infosec Limited,7(2),CHARANJIT SINGH,10-Apr-2026 13:57,1197695,0,0,0,0,Equity Shares,4800,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197695_1648594_10042026015733_WEB.xml,Promoters,606860,2.9,1848877,Equity Shares,611660,2.92,27-Feb-2026,27-Feb-2026,10-Apr-2026,Market Purchase,-,NSE,-
TAC,TAC Infosec Limited,7(2),CHARANJIT SINGH,10-Apr-2026 13:57,1197695,0,0,0,0,Equity Shares,20000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197695_1648594_10042026015733_WEB.xml,Promoters,586860,2.8,7905546,Equity Shares,606860,2.9,26-Feb-2026,26-Feb-2026,10-Apr-2026,Market Purchase,-,NSE,-
TAC,TAC Infosec Limited,7(2),CHARANJIT SINGH,10-Apr-2026 13:57,1197695,0,0,0,0,Equity Shares,28400,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197695_1648594_10042026015733_WEB.xml,Promoters,611660,2.92,12939714,Equity Shares,583260,2.8,20-Feb-2026,20-Feb-2026,10-Apr-2026,Market Sale,-,NSE,-
BAJFINANCE,Bajaj Finance Limited,7(2),BFL EMPLOYEE WELFARE TRUST,09-Apr-2026 19:42,1197693,0,0,0,0,Equity Shares,3472439,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197693_1648374_09042026074258_WEB.xml,Other,4605029,0.07,1278335769,Equity Shares,8077468,0.13,07-Apr-2026,07-Apr-2026,07-Apr-2026,Others,-,NA,-
NRBBEARING,NRB Bearing Limited,7(2),HARSHBEENA ZAVERI,09-Apr-2026 15:06,1197689,0,0,0,0,Equity Shares,17613043,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197689_1647922_09042026030610_WEB.xml,Promoters,40207885,41.48,4216210233,Equity Shares,40207885,41.48,27-Mar-2026,07-Apr-2026,08-Apr-2026,Revokation of Pledge,-,NA,-
NRBBEARING,NRB Bearing Limited,7(2),Trilochan Singh Sahney Trust - 1,09-Apr-2026 15:06,1197689,0,0,0,0,Equity Shares,1896675,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197689_1647922_09042026030610_WEB.xml,Promoters,6785123,7,454026061,Equity Shares,6785123,7,27-Mar-2026,07-Apr-2026,08-Apr-2026,Revokation of Pledge,-,NA,-
NRBBEARING,NRB Bearing Limited,7(2),HARSHBEENA ZAVERI,09-Apr-2026 15:06,1197689,0,0,0,0,Equity Shares,16484427,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197689_1647922_09042026030610_WEB.xml,Promoters,40207885,41.48,3946042135,Equity Shares,40207885,41.48,27-Mar-2026,07-Apr-2026,08-Apr-2026,Pledge Creation,-,NA,-
NRBBEARING,NRB Bearing Limited,7(2),Trilochan Singh Sahney Trust - 1,09-Apr-2026 15:06,1197689,0,0,0,0,Equity Shares,3005000,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197689_1647922_09042026030610_WEB.xml,Promoters,6785123,7,719336900,Equity Shares,6785123,7,27-Mar-2026,07-Apr-2026,08-Apr-2026,Pledge Creation,-,NA,-
CHALET,Chalet Hotels Limited,7(2),Christabelle Baptista,08-Apr-2026 12:37,1197686,0,0,0,0,Equity Shares,10000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197686_1647147_08042026123741_WEB.xml,Key Managerial Personnel,15000,0,2920000,Equity Shares,25000,0.01,07-Apr-2026,07-Apr-2026,07-Apr-2026,ESOP,-,NA,-
VASCONEQ,Vascon Engineers Limited,7(2),Sadaruddin Mazharuddin Khan,07-Apr-2026 17:40,1197682,0,0,0,0,Equity Shares,61441,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197682_1646819_07042026054028_WEB.xml,-,Nil,0,614410,Equity Shares,61441,0.03,20-Mar-2026,20-Mar-2026,02-Apr-2026,ESOP,-,NA,-
VASCONEQ,Vascon Engineers Limited,7(2),Sadaruddin Mazharuddin Khan,07-Apr-2026 17:40,1197682,0,0,0,0,Equity Shares,61441,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197682_1646819_07042026054028_WEB.xml,-,61441,0.03,1721577,Equity Shares,Nil,0,30-Mar-2026,30-Mar-2026,02-Apr-2026,Market Sale,-,NSE,-
NAUKRI,Info Edge (India) Limited,7(2),Info Edge Employees Stock Option Plan Trust,07-Apr-2026 12:08,1197680,0,0,0,0,Equity Shares,56,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197680_1646542_07042026120853_WEB.xml,Other,683162,0.11,112,Equity Shares,683106,0.11,06-Apr-2026,06-Apr-2026,06-Apr-2026,ESOP,-,NA,-
SIGACHI,Sigachi Industries Limited,7(2),RPS Industries Private Limited,07-Apr-2026 11:23,1197678,0,0,0,0,Equity Shares,1053741,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197678_1646511_07042026112325_WEB.xml,Promoters,56354250,14.74,20000000,Equity Shares,57407991,15.02,30-Mar-2026,30-Mar-2026,02-Apr-2026,Off Market,-,NA,-
SIGACHI,Sigachi Industries Limited,7(2),Dharani Devi C,07-Apr-2026 11:23,1197678,0,0,0,0,Equity Shares,1053741,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197678_1646511_07042026112325_WEB.xml,Promoter Group,7436250,1.95,20000000,Equity Shares,6382509,1.67,30-Mar-2026,30-Mar-2026,02-Apr-2026,Off Market,-,NA,-
ADSL,Allied Digital Services Limited,7(2),Deepak Shetty,06-Apr-2026 19:27,1197676,0,0,0,0,Equity Shares,2000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197676_1646423_06042026072717_WEB.xml,-,5000,0,40000,Equity Shares,7000,0.01,06-Apr-2026,06-Apr-2026,06-Apr-2026,ESOP,-,NA,-
ADSL,Allied Digital Services Limited,7(2),Deepak Bijlani,06-Apr-2026 19:27,1197676,0,0,0,0,Equity Shares,3950,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197676_1646423_06042026072717_WEB.xml,-,3950,0,79000,Equity Shares,7900,0.01,06-Apr-2026,06-Apr-2026,06-Apr-2026,ESOP,-,NA,-
ADSL,Allied Digital Services Limited,7(2),Paresh Shah,06-Apr-2026 19:27,1197676,0,0,0,0,Equity Shares,1750,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197676_1646423_06042026072717_WEB.xml,Key Managerial Personnel,37500,0.06,136500,Equity Shares,39250,0.06,06-Apr-2026,06-Apr-2026,06-Apr-2026,ESOP,-,NA,-
ADSL,Allied Digital Services Limited,7(2),Amit Vora,06-Apr-2026 19:27,1197676,0,0,0,0,Equity Shares,6000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197676_1646423_06042026072717_WEB.xml,-,233,0,468000,Equity Shares,6233,0.01,06-Apr-2026,06-Apr-2026,06-Apr-2026,ESOP,-,NA,-
ADSL,Allied Digital Services Limited,7(2),Partha Roy,06-Apr-2026 19:27,1197676,0,0,0,0,Equity Shares,3000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197676_1646423_06042026072717_WEB.xml,-,2000,0,60000,Equity Shares,5000,0,06-Apr-2026,06-Apr-2026,06-Apr-2026,ESOP,-,NA,-
ADSL,Allied Digital Services Limited,7(2),Viswanathan Ramanathan,06-Apr-2026 19:27,1197676,0,0,0,0,Equity Shares,6425,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197676_1646423_06042026072717_WEB.xml,-,Nil,0,128500,Equity Shares,6425,0.01,06-Apr-2026,06-Apr-2026,06-Apr-2026,ESOP,-,NA,-
ADSL,Allied Digital Services Limited,7(2),Ravindra Deshpande,06-Apr-2026 19:27,1197676,0,0,0,0,Equity Shares,4750,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197676_1646423_06042026072717_WEB.xml,-,4,0,95000,Equity Shares,4754,0,06-Apr-2026,06-Apr-2026,06-Apr-2026,ESOP,-,NA,-
ADSL,Allied Digital Services Limited,7(2),Srinibash Sahoo,06-Apr-2026 19:27,1197676,0,0,0,0,Equity Shares,16500,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197676_1646423_06042026072717_WEB.xml,-,1795,0,330000,Equity Shares,18295,0.03,06-Apr-2026,06-Apr-2026,06-Apr-2026,ESOP,-,NA,-
ADSL,Allied Digital Services Limited,7(2),Deepa Joshi,06-Apr-2026 19:27,1197676,0,0,0,0,Equity Shares,7025,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197676_1646423_06042026072717_WEB.xml,-,23285,0.04,140500,Equity Shares,30310,0.05,06-Apr-2026,06-Apr-2026,06-Apr-2026,ESOP,-,NA,-
ADSL,Allied Digital Services Limited,7(2),Dayanidhi Padhy,06-Apr-2026 19:27,1197676,0,0,0,0,Equity Shares,3000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197676_1646423_06042026072717_WEB.xml,-,1500,0,60000,Equity Shares,4500,0,06-Apr-2026,06-Apr-2026,06-Apr-2026,ESOP,-,NA,-
INTLCONV,International Conveyors Limited,7(2),Amaranth Daksha Private Limited,06-Apr-2026 18:16,1197674,0,0,0,0,Equity Shares,2415000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197674_1646353_06042026061637_WEB.xml,Promoter Group,Nil,0,190012200,Equity Shares,2415000,3.79,30-Mar-2026,30-Mar-2026,02-Apr-2026,Off Market,-,NA,-
INTLCONV,International Conveyors Limited,7(2),I.G.E. (India) Private Limited,06-Apr-2026 18:12,1197672,0,0,0,0,Equity Shares,2415000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197672_1646344_06042026061234_WEB.xml,Promoters,31702560,49.71,190012200,Equity Shares,29287560,45.92,30-Mar-2026,30-Mar-2026,02-Apr-2026,Off Market,-,NA,-
CAMLINFINE,Camlin Fine Sciences Limited,7(2),Ashish Subhash Dandekar,06-Apr-2026 16:59,1197670,0,0,0,0,Equity Shares,650000,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197670_1646275_06042026045915_WEB.xml,Director,19778510,10.3,63004500,Equity Shares,19778510,10.3,30-Mar-2026,30-Mar-2026,02-Apr-2026,Pledge Creation,-,NA,-
JSWENERGY,JSW Energy Limited,7(2),JSW Energy Employees Welfare Trust,06-Apr-2026 16:51,1197668,0,0,0,0,Equity Shares,545,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197668_1646266_06042026045101_WEB.xml,Other,1088337,0.06,5450,Equity Shares,1087792,0.06,30-Mar-2026,30-Mar-2026,02-Apr-2026,ESOP,-,NA,-
INFY,Infosys Limited,7(2),Atul Chaturvedi,06-Apr-2026 16:07,1197666,0,0,0,0,ADR/GDR/FCCB,2061,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197666_1646241_06042026040732_WEB.xml,Other,Nil,0,2632737,ADR/GDR/FCCB,2061,0,02-Apr-2026,02-Apr-2026,02-Apr-2026,ESOP,-,NA,-
INFY,Infosys Limited,7(2),Infosys Employee benefits Trust,06-Apr-2026 16:07,1197666,0,0,0,0,ADR/GDR/FCCB,25,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197666_1646241_06042026040732_WEB.xml,Other,8668483,0.21,31743,ADR/GDR/FCCB,8668508,0.21,27-Mar-2026,27-Mar-2026,02-Apr-2026,Off Market,-,NA,-
INFY,Infosys Limited,7(2),Infosys Employee benefits Trust,06-Apr-2026 16:07,1197666,0,0,0,0,ADR/GDR/FCCB,17597,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197666_1646241_06042026040732_WEB.xml,Other,8668508,0.21,22006808,ADR/GDR/FCCB,8650911,0.21,30-Mar-2026,30-Mar-2026,02-Apr-2026,Off Market,-,NA,-
HNDFDS,Hindustan Foods Limited,7(2),Robin Dsouza,06-Apr-2026 15:36,1197664,0,0,0,0,Equity Shares,1700,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197664_1646212_06042026033658_WEB.xml,Employees/Designated Employees,48500,0.04,849599,Equity Shares,46800,0.04,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Sale,-,BSE,-
HNDFDS,Hindustan Foods Limited,7(2),Robin Dsouza,06-Apr-2026 15:36,1197664,0,0,0,0,Equity Shares,700,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197664_1646212_06042026033658_WEB.xml,Employees/Designated Employees,46800,0.04,350371,Equity Shares,46100,0.04,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Sale,-,NSE,-
POCL,Pondy Oxides & Chemicals Limited,7(2),Ashish Bansal,06-Apr-2026 15:25,1197661,0,0,0,0,Equity Shares,2107244,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197661_1646199_06042026032556_WEB.xml,Promoters,4638900,15.2,0,Equity Shares,6746144,22.11,01-Apr-2026,01-Apr-2026,06-Apr-2026,Others,-,NA,-
COMSYN,Commercial Syn Bags Limited,7(2),Pravi Investments LLP,06-Apr-2026 14:50,1197659,0,0,0,0,Equity Shares,387000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197659_1646172_06042026025015_WEB.xml,Promoter Group,1197906,3,27864000,Equity Shares,1584906,3.93,30-Mar-2026,30-Mar-2026,02-Apr-2026,Conversion of security,-,NA,-
COMSYN,Commercial Syn Bags Limited,7(2),Pravi Investments LLP,06-Apr-2026 14:50,1197659,0,0,0,0,Warrants,387000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197659_1646172_06042026025015_WEB.xml,Promoter Group,1000000,0,27864000,Warrants,613000,-,30-Mar-2026,30-Mar-2026,02-Apr-2026,Conversion of security,-,NA,-
PAISALO,Paisalo Digital Limited,7(2),EQUILIBRATED VENTURE CFLOW PRIVATE LIMITED,04-Apr-2026 16:52,1197656,0,0,0,0,Equity Shares,4000000,Pledge Revoke,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197656_1645991_04042026045255_WEB.xml,Promoter Group,186763880,20.53,141440000,Equity Shares,186763880,20.53,02-Apr-2026,02-Apr-2026,04-Apr-2026,Revokation of Pledge,-,NA,-
RELIGARE,Religare Enterprises Limited,7(2),Gyan Enterprises Private limited,04-Apr-2026 16:01,1197653,0,0,0,0,Equity Shares,1327000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197653_1645977_04042026035607_WEB.xml,Promoter Group,Nil,0,297893055,Equity Shares,1327000,0.4,27-Mar-2026,27-Mar-2026,01-Apr-2026,Market Purchase,-,NSE,-
BEDMUTHA,Bedmutha Industries Limited,7(2),Kamalabai Kachardas Bedmutha,03-Apr-2026 23:41,1197649,0,0,0,0,Equity Shares,11703,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197649_1645919_03042026114143_WEB.xml,Promoter Group,1277313,3.96,1194000,Equity Shares,1289016,4,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Purchase,-,NSE,-
BEDMUTHA,Bedmutha Industries Limited,7(2),Kachardas Ratanchand Bedmutha,03-Apr-2026 23:41,1197649,0,0,0,0,Equity Shares,1580,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197649_1645919_03042026114143_WEB.xml,Promoters,2341973,7.26,161000,Equity Shares,2343553,7.26,29-Mar-2026,30-Mar-2026,01-Apr-2026,Market Purchase,-,NSE,-
MADHAV,Madhav Marbles and Granites Limited,7(2),MADHAV DOSHI,03-Apr-2026 21:54,1197647,0,0,0,0,Equity Shares,20300,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197647_1645907_03042026095421_WEB.xml,Director,1123449,12.56,627713,Equity Shares,1143749,12.79,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Purchase,-,NSE,-
BONLON,Bonlon Industries Limited,7(2),BON LON PRIVATE LIMITED,03-Apr-2026 18:56,1197645,0,0,0,0,Equity Shares,11016,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197645_1645871_03042026065656_WEB.xml,Promoter Group,97024,0.68,110160,Equity Shares,108040,0.66,31-Mar-2026,31-Mar-2026,02-Apr-2026,Scheme of Amalgamation/Merger/Demerger/Arrangement,-,NA,-
BONLON,Bonlon Industries Limited,7(2),HARSHIT FINVEST PRIVATE LIMITED,03-Apr-2026 18:56,1197645,0,0,0,0,Equity Shares,1100000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197645_1645871_03042026065656_WEB.xml,Promoter Group,618,0,3300000,Equity Shares,1100618,6.72,30-Mar-2026,30-Mar-2026,01-Apr-2026,Conversion of security,-,NA,-
BONLON,Bonlon Industries Limited,7(2),BON LON SECURITIES LIMITED,03-Apr-2026 18:56,1197645,0,0,0,0,Equity Shares,1100000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197645_1645871_03042026065656_WEB.xml,Promoter Group,282974,2,3300000,Equity Shares,1382974,8.44,30-Mar-2026,30-Mar-2026,01-Apr-2026,Conversion of security,-,NA,-
ALICON,Alicon Castalloy Limited,7(2),Vimal Gupta,03-Apr-2026 18:14,1197643,0,0,0,0,Equity Shares,3000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197643_1645851_03042026061436_WEB.xml,Key Managerial Personnel,106600,0.66,1780000,Equity Shares,103600,0.63,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Sale,-,NSE,-
PARSVNATH,Parsvnath Developers Limited,7(2),Parasnath and Associates Private Limited,03-Apr-2026 16:42,1197639,0,0,0,0,Equity Shares,25386000,Pledge Revoke,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197639_1645797_03042026044200_WEB.xml,Promoters,25386992,5.83,149777400,Equity Shares,25386992,5.83,02-Apr-2026,02-Apr-2026,03-Apr-2026,-,-,NA,-
SILLYMONKS,Silly Monks Entertainment Limited,7(2),Satyapoorna Chander Yalamanchili,03-Apr-2026 16:34,1197637,0,0,0,0,Equity Shares,5469146,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197637_1645793_03042026043432_WEB.xml,Promoters,1454331,10.51,86849690,Equity Shares,6923477,50.04,12-Jan-2026,30-Mar-2026,02-Apr-2026,Off Market,-,NSE,-
OSIAHYPER,Osia Hyper Retail Limited,7(2),Nirmala Devi Gautamkumar Chopra,03-Apr-2026 16:13,1197634,0,0,0,0,Equity Shares,1500000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197634_1645780_03042026041327_WEB.xml,Promoter Group,16000,0.01,10500000,Equity Shares,16000,0.01,18-Mar-2025,18-Mar-2025,26-Feb-2026,Preferential Offer,-,NA,-
OSIAHYPER,Osia Hyper Retail Limited,7(2),Kavita Dhirendrakumar Chopra,03-Apr-2026 16:13,1197634,0,0,0,0,Equity Shares,10000000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197634_1645780_03042026041327_WEB.xml,Promoters,34920000,26.23,70000000,Equity Shares,34920000,26.23,18-Mar-2025,18-Mar-2025,26-Feb-2026,Preferential Offer,-,NA,-
OSIAHYPER,Osia Hyper Retail Limited,7(2),Gautam Jasraj Chopra,03-Apr-2026 16:13,1197634,0,0,0,0,Equity Shares,500000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197634_1645780_03042026041327_WEB.xml,Promoter Group,16000,0.01,3500000,Equity Shares,16000,0.01,18-Mar-2025,18-Mar-2025,26-Feb-2026,Preferential Offer,-,NA,-
